life_id,title,category,category_name,applies_to,applies_to_note,life_stage,stage_note,requires,requires_note,triggers,trigger_count,culture,tier,scope_note,era_start,era_end,joy_1_5,frequency_1_5,cost_money_usd_low,cost_money_usd_high,time_days_low,time_days_high,restores_energy_1_5,evidence,confidence,summary,detail_file,detail_count
CEL-001,Nowruz,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,IR,primary,,2000,2026,5,2,20,3000,14,30,5,estimate,low,"The year turns at the equinox, to the minute. The haft-sin laid out with seven things beginning with the same letter - sabzeh for rebirth, samanu for plenty, senjed for love, seer for health, seeb for beauty, somaq for the victory of good, serkeh for patience.",details/CEL-001.csv,6
CEL-002,Chaharshanbe Suri,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,IR,primary,,2000,2026,4,2,20,3000,3,14,5,estimate,low,Fires in the street on the last Wednesday eve before the new year. Jumping the flame and chanting the line about giving it your winter pallor and taking its red - a Zoroastrian inheritance turned into a street party.,details/CEL-002.csv,6
CEL-003,Shab-e Yalda,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,IR,primary,,2000,2026,5,2,20,3000,1,14,5,estimate,low,"The longest night, spent deliberately awake. Pomegranate and watermelon for the red of dawn, the korsi to sit under, and Hafez opened at random to be read as a fortune.",details/CEL-003.csv,6
CEL-004,Sizdah Bedar,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,IR,primary,,2000,2026,4,2,20,3000,1,7,5,estimate,low,"The thirteenth day, spent outdoors on principle. The sabzeh from the haft-sin thrown into running water, and everybody in the country apparently in the same park.",details/CEL-004.csv,6
CEL-005,An owambe,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,NG,primary,,2000,2026,5,2,20,3000,7,60,5,estimate,low,"It is happening there, and everyone is going. Aso ebi so the family is visibly one family, gele that took someone forty minutes, jollof that will be judged, and money sprayed over the dancers because prosperity is meant to be seen.",details/CEL-005.csv,6
CEL-006,A naming ceremony,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,NG,primary,,2000,2026,5,2,20,3000,7,30,5,estimate,low,"Ikomojade - the child stepping forward. The symbolic tastes touched to the child's lips, honey and salt and kola, then the names announced, each one carrying an instruction for the life.",details/CEL-006.csv,6
CEL-007,A traditional wedding with two outfits,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,NG,primary,,2000,2026,5,2,20,3000,60,365,5,estimate,low,"The traditional one and the white one, and both are real. Two ceremonies, two guest lists, two sets of photographs, and an argument about the budget that will be retold for thirty years.",details/CEL-007.csv,6
CEL-008,Christmas back in the village,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,travel_domestic,Needs to cross your own country,transport;security;police;family,4,NG,primary,,2000,2026,5,2,20,3000,30,90,5,estimate,low,The whole city empties in the third week of December. The road out is a twelve-hour crawl and everyone does it anyway.,details/CEL-008.csv,6
CEL-009,The olive harvest,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,PS,primary,,2000,2026,5,2,20,3000,14,60,5,estimate,low,"Mawsim al-zaytoun, from October, the whole family in the grove. Sheets under the trees, singing, bread with oil and za'atar eaten standing up, and a grandmother directing operations from a chair.",details/CEL-009.csv,6
CEL-010,A sahra before a wedding,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,PS,primary,,2000,2026,5,2,20,3000,3,21,5,estimate,low,"The evening party at the groom's family's house. The groom shaved in front of everybody to cheering, henna on the hands, and the singing going until it is properly late.",details/CEL-010.csv,6
CEL-011,The zaffe,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,PS,primary,,2000,2026,5,2,20,3000,30,180,5,estimate,low,"The wedding procession, with drums. Zaghareet from the women, the drummers walking the couple in, and the line for dabke forming before anyone has decided to dance.",details/CEL-011.csv,6
CEL-012,Dabke at a wedding,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,PS,primary,,2000,2026,5,2,20,3000,0,30,5,estimate,low,"The line forms and you are in it. A lawih setting the pace at the front, the Karadiyya loop that lets people join without knowing it, and somebody's uncle who is far better at this than expected.",details/CEL-012.csv,6
CEL-013,Eid after the fast,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,*,primary,,2000,2026,5,2,20,3000,1,30,5,estimate,low,"New clothes, and food in the middle of the day. The first daylight meal in a month, and children given money by everyone they are related to.",details/CEL-013.csv,6
CEL-014,Thanksgiving,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,US,primary,,2000,2026,4,2,20,3000,7,30,5,estimate,low,"A meal with an argument built into the design. Too much food, one relative who says the thing, and leftovers that are better than the meal.",details/CEL-014.csv,6
CEL-015,Fourth of July in a yard,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,US,primary,,2000,2026,4,2,20,3000,1,14,5,estimate,low,"Fireworks from three streets away, seen over a fence. Somebody's cooler, somebody's playlist, and the neighbours' dog hating all of it.",details/CEL-015.csv,6
CEL-016,A graduation,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,institution,"Needs a school, employer, bank or state to cooperate",credential;discretion;work;money,4,*,primary,,2000,2026,5,2,20,3000,30,180,5,estimate,low,"A gown that does not fit and a name read out loud. Mostly for the people in the seats rather than the person on the stage, and everyone knows it.",details/CEL-016.csv,6
CEL-017,A birthday that somebody organised,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,*,primary,,2000,2026,5,2,20,3000,3,30,5,estimate,low,The surprise is that anyone made the effort. The specific pleasure is evidence of attention rather than the party.,details/CEL-017.csv,6
CEL-018,A christening or baptism,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,*,primary,,2000,2026,4,2,20,3000,14,60,5,estimate,low,"A very small person, extremely unimpressed. Photographs that will be produced at that person's wedding.",details/CEL-018.csv,6
CEL-019,A housewarming with no furniture,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,*,primary,,2000,2026,4,2,20,3000,1,14,5,estimate,low,"Everyone sitting on the floor and boxes. The best version of this party, and it can only happen once.",details/CEL-019.csv,6
CEL-020,A funeral that turns into a celebration,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,*,primary,,2000,2026,4,2,20,3000,0,7,5,estimate,low,"The part after, where people finally start telling stories. The moment the room shifts from grief to recollection, and someone laughs and it is allowed.",details/CEL-020.csv,6
CEL-021,A homecoming,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,*,primary,,2000,2026,5,2,20,3000,7,365,5,estimate,low,"Someone who has been away a long time, at the door. The airport pickup, the too-many people who came, and nobody sleeping.",details/CEL-021.csv,6
CEL-022,New Year wherever you are,CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,others,Needs at least one other person,money;family,2,*,primary,,2000,2026,4,2,20,3000,1,30,5,estimate,low,"The specific silliness of a countdown. Whatever else is true, everyone agrees to mark the same second.",details/CEL-022.csv,6
CEL-023,"Harvest, of anything",CEL,"Celebration, festival, ceremony, the day itself",most,"Available to most people, given ordinary circumstances",any,Any age,place,"Needs a specific place - a coast, a grove, a hall",land;weather,2,*,primary,,2000,2026,4,2,20,3000,7,60,5,estimate,low,"The year's work, finished and countable. The relief is larger than the yield.",details/CEL-023.csv,6
